0	0.02225	0.00060
1	0.02863	0.00034
2	0.01432	0.00033
3	0.01988	0.00051
4	0.02162	0.00020
5	0.01181	0.00025
6	0.02333	0.00017
7	0.00749	0.00008
8	0.00775	0.00008
9	0.00815	0.00008
10	0.01020	0.00013
11	0.01520	0.00010
12	0.00923	0.00009
13	0.01011	0.00008
14	0.00853	0.00008
15	0.01305	0.00014
16	0.01632	0.00014
17	0.01416	0.00013
18	0.01255	0.00012
19	0.01303	0.00014
20	0.01880	0.00022
21	0.02211	0.00025
22	0.02429	0.00030
23	0.02302	0.00029
24	0.02410	0.00036
25	0.03203	0.00049
26	0.03219	0.00066
27	0.05123	0.00106
28	0.04568	0.00091
29	0.04373	0.00106
30	0.05612	0.00133
31	0.05301	0.00186
32	0.09173	0.00327
33	0.08228	0.00349
34	0.08921	0.00000
