0	0.00895	0.00028
1	0.00954	0.00012
2	0.00664	0.00010
3	0.00843	0.00012
4	0.00863	0.00010
5	0.00850	0.00012
6	0.01045	0.00007
7	0.00593	0.00006
8	0.00825	0.00007
9	0.00757	0.00007
10	0.01032	0.00010
11	0.01131	0.00008
12	0.00809	0.00007
13	0.00928	0.00008
14	0.00915	0.00009
15	0.01354	0.00014
16	0.01589	0.00011
17	0.01044	0.00010
18	0.01367	0.00012
19	0.01300	0.00014
20	0.01934	0.00023
21	0.02271	0.00023
22	0.01978	0.00022
23	0.01934	0.00022
24	0.02105	0.00032
25	0.03057	0.00056
26	0.03541	0.00058
27	0.03346	0.00056
28	0.03289	0.00063
29	0.03943	0.00088
30	0.04918	0.00283
31	0.13046	0.00282
32	0.05682	0.00151
33	0.05955	0.00252
34	0.07790	0.00000
