0	0.01014	0.00029
1	0.01664	0.00019
2	0.00668	0.00011
3	0.00711	0.00011
4	0.00802	0.00029
5	0.04387	0.00028
6	0.00941	0.00009
7	0.00752	0.00007
8	0.00688	0.00008
9	0.00889	0.00008
10	0.00821	0.00008
11	0.01021	0.00008
12	0.00901	0.00015
13	0.01966	0.00018
14	0.01118	0.00009
15	0.01118	0.00017
16	0.02570	0.00019
17	0.01198	0.00011
18	0.01245	0.00014
19	0.01601	0.00025
20	0.02547	0.00027
21	0.02187	0.00025
22	0.02060	0.00024
23	0.02053	0.00030
24	0.02505	0.00050
25	0.03682	0.00054
26	0.03099	0.00057
27	0.03793	0.00091
28	0.04737	0.00102
29	0.04254	0.00145
30	0.06905	0.00154
31	0.05193	0.00212
32	0.10080	0.00089
33	0.06300	0.01518
34	0.72208	0.00000
