0	0.04331	0.00134
1	0.03910	0.00045
2	0.01894	0.00039
3	0.02443	0.00073
4	0.03466	0.00021
5	0.00876	0.00012
6	0.01211	0.00008
7	0.00658	0.00006
8	0.00796	0.00010
9	0.01411	0.00015
10	0.01342	0.00011
11	0.01010	0.00007
12	0.00846	0.00007
13	0.00907	0.00007
14	0.00952	0.00010
15	0.01544	0.00016
16	0.01709	0.00012
17	0.01165	0.00010
18	0.01247	0.00011
19	0.01336	0.00017
20	0.02285	0.00027
21	0.02293	0.00022
22	0.01948	0.00022
23	0.02129	0.00023
24	0.02037	0.00034
25	0.03367	0.00060
26	0.03527	0.00060
27	0.03708	0.00062
28	0.03491	0.00060
29	0.03672	0.00095
30	0.05487	0.00161
31	0.06012	0.00184
32	0.07016	0.00225
33	0.06959	0.00265
34	0.07209	0.00000
